Obs,experiment,year,treatment,plot,subplot_id,id,sowing_doy,flowering_time
1047,DR14,2014,dry,26,26078,A10,159,24
1048,DR14,2014,dry,26,26079,RIL_124,159,28
1049,DR14,2014,dry,26,26080,RIL_102,159,30
1050,DR14,2014,dry,26,26081,RIL_112,159,28
1051,DR14,2014,dry,26,26082,RIL_091,159,28
1052,DR14,2014,dry,26,26083,RIL_067,159,29
1053,DR14,2014,dry,26,26084,RIL_158,159,38
1054,DR14,2014,dry,26,26085,A10,159,24
1055,DR14,2014,dry,26,26086,RIL_148,159,33
1056,DR14,2014,dry,26,26087,RIL_049,159,29
1057,DR14,2014,dry,26,26088,RIL_165,159,38
1058,DR14,2014,dry,26,26089,RIL_142,159,29
1059,DR14,2014,dry,26,26090,RIL_013,159,32
1060,DR14,2014,dry,26,26091,RIL_037,159,28
1061,DR14,2014,dry,26,26092,RIL_143,159,28
1062,DR14,2014,dry,26,26093,RIL_048,159,38
1063,DR14,2014,dry,26,26094,RIL_171,159,30
1064,DR14,2014,dry,26,26095,A10,159,24
1065,DR14,2014,dry,26,26096,RIL_125,159,38
1066,DR14,2014,dry,26,26097,RIL_138,159,38
1067,DR14,2014,dry,26,26098,RIL_121,159,31
1068,DR14,2014,dry,26,26099,RIL_068,159,40
1069,DR14,2014,dry,26,26100,RIL_078,159,28
1070,DR14,2014,dry,26,26101,RIL_168,159,33
1071,DR14,2014,dry,26,26102,RIL_141,159,28
1072,DR14,2014,dry,26,26103,A10,159,24
1073,DR14,2014,dry,26,26104,RIL_005,159,33
1074,DR14,2014,dry,26,26105,RIL_047,159,31
